age_range,date,positive_cases,deaths,Dosis1,Dosis2,Dosis3
0-19,2022-01-21,5246.0,6.0,1683,3721,1331
0-19,2022-01-22,4491.0,3.0,430,622,15
0-19,2022-01-22,4491.0,3.0,427,960,469
20-29,2020-09-09,1196.0,4.0,5,0,0
20-29,2020-09-11,2215.0,3.0,1,0,0
20-29,2020-09-11,2215.0,3.0,1,0,0
20-29,2020-09-15,1004.0,4.0,2,0,0
20-29,2020-09-16,1011.0,1.0,1,0,0
20-29,2020-09-17,1189.0,6.0,2,0,0
20-29,2020-09-18,1203.0,2.0,2,0,0
20-29,2020-09-18,1203.0,2.0,4,0,0
20-29,2020-09-19,970.0,7.0,3,0,0
20-29,2020-09-21,923.0,3.0,1,0,0
20-29,2020-09-21,923.0,3.0,1,0,0
20-29,2020-09-22,1160.0,8.0,1,0,0
20-29,2020-09-22,1160.0,8.0,2,0,0
20-29,2020-09-23,1225.0,3.0,3,0,0
20-29,2020-09-23,1225.0,3.0,2,0,0
20-29,2020-09-24,1106.0,6.0,2,0,0
20-29,2020-09-24,1106.0,6.0,1,0,0
20-29,2020-09-25,1001.0,8.0,2,0,0
20-29,2020-09-25,1001.0,8.0,3,0,0
20-29,2020-09-26,919.0,4.0,3,0,0
20-29,2020-09-26,919.0,4.0,2,0,0
20-29,2020-09-28,457.0,3.0,1,0,0
20-29,2020-09-28,457.0,3.0,2,0,0
20-29,2020-09-29,524.0,4.0,1,0,0
20-29,2020-09-30,584.0,4.0,3,0,0
20-29,2020-09-30,584.0,4.0,1,5,0
20-29,2020-10-01,572.0,5.0,2,0,0
20-29,2020-10-01,572.0,5.0,4,0,0
20-29,2020-10-02,660.0,1.0,4,1,0
20-29,2020-10-02,660.0,1.0,3,1,0
20-29,2020-10-03,512.0,0.0,3,0,0
20-29,2020-10-05,545.0,2.0,3,0,0
20-29,2020-10-05,545.0,2.0,1,0,0
20-29,2020-10-06,557.0,6.0,2,0,0
20-29,2020-10-06,557.0,6.0,5,2,0
20-29,2020-10-07,732.0,7.0,1,1,0
20-29,2020-10-07,732.0,7.0,1,0,0
20-29,2020-10-08,670.0,1.0,3,0,0
20-29,2020-10-08,670.0,1.0,3,2,0
20-29,2020-10-09,770.0,10.0,4,2,0
20-29,2020-10-09,770.0,10.0,2,3,0
20-29,2020-10-10,483.0,10.0,1,0,0
20-29,2020-10-10,483.0,10.0,1,1,0
20-29,2020-10-12,679.0,3.0,0,1,0
20-29,2020-10-12,679.0,3.0,2,0,0
20-29,2020-10-13,747.0,3.0,4,1,0
20-29,2020-10-13,747.0,3.0,4,2,0
20-29,2020-10-14,622.0,3.0,0,1,0
20-29,2020-10-14,622.0,3.0,2,3,0
20-29,2020-10-15,618.0,1.0,0,2,0
20-29,2020-10-15,618.0,1.0,2,2,0
20-29,2020-10-16,810.0,1.0,1,2,0
20-29,2020-10-16,810.0,1.0,3,0,0
20-29,2020-10-17,497.0,7.0,1,3,0
20-29,2020-10-17,497.0,7.0,3,2,0
20-29,2020-10-18,270.0,2.0,3,0,0
20-29,2020-10-18,270.0,2.0,1,0,0
20-29,2020-10-19,608.0,3.0,5,1,0
20-29,2020-10-19,608.0,3.0,5,3,0
20-29,2020-10-20,603.0,6.0,0,1,0
20-29,2020-10-20,603.0,6.0,1,0,0
20-29,2020-10-21,624.0,3.0,2,4,0
20-29,2020-10-21,624.0,3.0,1,1,0
20-29,2020-10-22,523.0,4.0,3,2,0
20-29,2020-10-22,523.0,4.0,3,5,0
20-29,2020-10-23,532.0,1.0,3,4,0
20-29,2020-10-23,532.0,1.0,0,2,0
20-29,2020-10-24,421.0,3.0,2,0,0
20-29,2020-10-24,421.0,3.0,2,2,0
20-29,2020-10-25,188.0,1.0,1,0,0
20-29,2020-10-25,188.0,1.0,1,0,0
20-29,2020-10-26,513.0,1.0,2,1,0
20-29,2020-10-26,513.0,1.0,0,1,0
20-29,2020-10-27,496.0,4.0,1,3,0
20-29,2020-10-27,496.0,4.0,2,6,0
20-29,2020-10-28,450.0,2.0,0,1,0
20-29,2020-10-28,450.0,2.0,0,2,0
20-29,2020-10-29,513.0,4.0,2,3,0
20-29,2020-10-29,513.0,4.0,1,3,0
20-29,2020-10-30,449.0,2.0,2,4,0
20-29,2020-10-30,449.0,2.0,1,1,0
20-29,2020-10-31,430.0,3.0,3,1,0
20-29,2020-10-31,430.0,3.0,2,1,0
20-29,2020-11-02,393.0,2.0,1,0,0
20-29,2020-11-02,393.0,2.0,0,1,0
20-29,2020-11-03,437.0,2.0,1,2,0
20-29,2020-11-03,437.0,2.0,1,4,0
20-29,2020-11-04,464.0,4.0,2,0,0
20-29,2020-11-04,464.0,4.0,0,2,0
20-29,2020-11-05,395.0,2.0,4,1,0
20-29,2020-11-07,290.0,3.0,0,1,0
20-29,2020-11-07,290.0,3.0,1,4,0
20-29,2020-11-08,214.0,3.0,0,3,0
20-29,2020-11-08,214.0,3.0,0,1,0
20-29,2020-11-09,426.0,2.0,1,6,0
20-29,2020-11-09,426.0,2.0,0,4,0
20-29,2020-11-10,415.0,3.0,0,1,0
20-29,2020-11-10,415.0,3.0,1,1,0
20-29,2020-11-11,403.0,2.0,0,1,0
20-29,2020-11-11,403.0,2.0,2,2,0
20-29,2020-11-12,389.0,5.0,0,2,0
20-29,2020-11-12,389.0,5.0,0,2,0
20-29,2020-11-13,398.0,2.0,1,3,0
20-29,2020-11-13,398.0,2.0,2,2,0
20-29,2020-11-14,283.0,4.0,2,2,0
20-29,2020-11-14,283.0,4.0,1,2,0
20-29,2020-11-15,190.0,2.0,0,1,0
20-29,2020-11-15,190.0,2.0,0,3,0
20-29,2020-11-16,330.0,0.0,0,3,0
20-29,2020-11-16,330.0,0.0,1,0,0
20-29,2020-11-17,407.0,1.0,0,2,0
20-29,2020-11-17,407.0,1.0,1,1,0
20-29,2020-11-18,312.0,5.0,1,0,0
20-29,2020-11-19,374.0,1.0,1,0,0
20-29,2020-11-19,374.0,1.0,1,2,0
20-29,2020-11-20,406.0,5.0,5,0,0
20-29,2020-11-20,406.0,5.0,1,1,0
20-29,2020-11-21,266.0,2.0,6,3,0
20-29,2020-11-21,266.0,2.0,4,1,0
20-29,2020-11-23,321.0,5.0,1,2,0
20-29,2020-11-23,321.0,5.0,2,1,0
20-29,2020-11-24,334.0,1.0,2,2,0
20-29,2020-11-24,334.0,1.0,1,1,0
20-29,2020-11-25,320.0,0.0,3,1,0
20-29,2020-11-25,320.0,0.0,3,1,0
20-29,2020-11-26,334.0,2.0,3,1,0
20-29,2020-11-26,334.0,2.0,1,3,0
20-29,2020-11-27,394.0,0.0,5,0,0
20-29,2020-11-27,394.0,0.0,1,1,0
20-29,2020-11-28,278.0,3.0,6,0,0
20-29,2020-11-28,278.0,3.0,2,0,0
20-29,2020-11-30,330.0,1.0,3,1,0
20-29,2020-11-30,330.0,1.0,2,1,0
20-29,2020-12-01,329.0,1.0,2,0,0
20-29,2020-12-01,329.0,1.0,1,2,0
20-29,2020-12-02,327.0,5.0,1,2,0
20-29,2020-12-03,327.0,0.0,2,0,0
20-29,2020-12-04,311.0,3.0,2,0,0
20-29,2020-12-04,311.0,3.0,1,1,0
20-29,2020-12-05,255.0,5.0,4,3,0
20-29,2020-12-05,255.0,5.0,2,1,0
20-29,2020-12-07,296.0,3.0,2,0,0
20-29,2020-12-07,296.0,3.0,2,1,0
20-29,2020-12-09,363.0,3.0,0,1,0
20-29,2020-12-09,363.0,3.0,2,1,0
20-29,2020-12-10,308.0,2.0,5,1,0
20-29,2020-12-10,308.0,2.0,2,1,0
20-29,2020-12-11,338.0,0.0,5,4,0
20-29,2020-12-11,338.0,0.0,1,1,0
20-29,2020-12-16,352.0,3.0,0,2,0
20-29,2020-12-16,352.0,3.0,0,1,0
20-29,2020-12-17,366.0,1.0,3,3,0
20-29,2020-12-17,366.0,1.0,0,2,0
20-29,2020-12-18,333.0,0.0,2,4,0
20-29,2020-12-18,333.0,0.0,0,1,0
20-29,2020-12-19,246.0,1.0,0,7,0
20-29,2020-12-19,246.0,1.0,3,5,0
20-29,2020-12-20,184.0,2.0,0,1,0
20-29,2020-12-21,357.0,2.0,0,4,0
20-29,2020-12-21,357.0,2.0,0,2,0
20-29,2020-12-22,333.0,5.0,0,6,0
20-29,2020-12-22,333.0,5.0,0,2,0
20-29,2020-12-23,296.0,2.0,1,2,0
20-29,2020-12-23,296.0,2.0,0,1,0
20-29,2020-12-26,267.0,4.0,1,6,0
20-29,2020-12-26,267.0,4.0,2,5,0
20-29,2020-12-28,349.0,4.0,0,2,0
20-29,2020-12-28,349.0,4.0,2,5,0
20-29,2020-12-29,381.0,3.0,0,1,0
20-29,2020-12-30,495.0,0.0,0,1,0
20-29,2021-01-02,327.0,2.0,0,6,0
20-29,2021-01-02,327.0,2.0,0,2,0
20-29,2021-01-04,335.0,3.0,1,5,0
20-29,2021-01-04,335.0,3.0,0,1,0
20-29,2021-01-05,489.0,1.0,0,3,0
20-29,2021-01-06,574.0,4.0,1,0,0
20-29,2021-01-07,661.0,4.0,1,0,0
20-29,2021-01-08,800.0,7.0,1,1,0
20-29,2021-01-09,490.0,3.0,0,1,0
20-29,2021-01-09,490.0,3.0,0,2,0
20-29,2021-01-12,956.0,1.0,2,1,0
20-29,2021-01-12,956.0,1.0,4,1,0
20-29,2021-01-13,873.0,4.0,1,1,0
20-29,2021-01-13,873.0,4.0,2,0,0
20-29,2021-01-14,759.0,4.0,3,0,0
20-29,2021-01-15,943.0,1.0,3,1,0
20-29,2021-01-15,943.0,1.0,6,0,0
20-29,2021-01-16,792.0,1.0,3,0,0
20-29,2021-01-16,792.0,1.0,3,0,0
20-29,2021-01-17,764.0,3.0,0,1,0
20-29,2021-01-18,1017.0,4.0,1,1,0
20-29,2021-01-18,1017.0,4.0,1,1,0
20-29,2021-01-19,1019.0,6.0,1,0,0
20-29,2021-01-20,889.0,3.0,0,1,0
20-29,2021-01-21,1052.0,5.0,0,1,0
20-29,2021-01-24,400.0,3.0,0,2,0
20-29,2021-01-25,1263.0,3.0,0,2,0
20-29,2021-01-27,1181.0,6.0,0,1,0
20-29,2021-01-28,1223.0,5.0,0,1,0
20-29,2021-01-29,1268.0,3.0,0,1,0
20-29,2021-01-29,1268.0,3.0,0,2,0
20-29,2021-02-02,1518.0,4.0,0,1,0
20-29,2021-02-02,1518.0,4.0,0,4,0
20-29,2021-02-03,1393.0,3.0,1,1,0
20-29,2021-02-03,1393.0,3.0,1,2,0
20-29,2021-02-04,1538.0,4.0,0,1,0
20-29,2021-02-04,1538.0,4.0,0,3,0
20-29,2021-02-05,1543.0,1.0,0,2,0
20-29,2021-02-06,1242.0,7.0,0,1,0
20-29,2021-02-07,683.0,1.0,1,0,0
20-29,2021-02-08,1475.0,4.0,1,1,0
20-29,2021-02-09,1385.0,5.0,27,0,0
20-29,2021-02-09,1385.0,5.0,383,0,0
20-29,2021-02-10,1405.0,5.0,194,6,0
20-29,2021-02-10,1405.0,5.0,1830,8,0
20-29,2021-02-11,1425.0,7.0,407,0,0
20-29,2021-02-11,1425.0,7.0,3508,0,0
20-29,2021-02-12,1247.0,10.0,538,0,0
20-29,2021-02-12,1247.0,10.0,3495,0,0
20-29,2021-02-13,1278.0,6.0,418,0,0
20-29,2021-02-13,1278.0,6.0,2411,0,0
20-29,2021-02-14,414.0,5.0,100,0,0
20-29,2021-02-14,414.0,5.0,631,0,0
20-29,2021-02-15,1400.0,8.0,327,0,0
20-29,2021-02-15,1400.0,8.0,1406,0,0
20-29,2021-02-16,1432.0,15.0,191,0,0
20-29,2021-02-16,1432.0,15.0,914,0,0
20-29,2021-02-17,1496.0,11.0,158,0,0
20-29,2021-02-17,1496.0,11.0,528,0,0
20-29,2021-02-18,1341.0,3.0,357,0,0
20-29,2021-02-18,1341.0,3.0,976,0,0
20-29,2021-02-19,1228.0,4.0,1663,0,0
20-29,2021-02-19,1228.0,4.0,4025,0,0
20-29,2021-02-20,1128.0,5.0,1319,0,0
20-29,2021-02-20,1128.0,5.0,3522,0,0
20-29,2021-02-21,479.0,4.0,189,0,0
20-29,2021-02-21,479.0,4.0,726,0,0
20-29,2021-02-22,1428.0,6.0,1343,1,0
20-29,2021-02-22,1428.0,6.0,3641,1,0
20-29,2021-02-23,1322.0,8.0,1268,0,0
20-29,2021-02-23,1322.0,8.0,3510,0,0
20-29,2021-02-24,1354.0,8.0,1057,0,0
20-29,2021-02-24,1354.0,8.0,3060,0,0
20-29,2021-02-25,1382.0,11.0,558,0,0
20-29,2021-02-25,1382.0,11.0,1877,0,0
20-29,2021-02-26,1388.0,8.0,829,2,0
20-29,2021-02-26,1388.0,8.0,2266,0,0
20-29,2021-02-27,1037.0,9.0,352,0,0
20-29,2021-02-27,1037.0,9.0,910,0,0
20-29,2021-02-28,484.0,6.0,48,0,0
20-29,2021-02-28,484.0,6.0,256,0,0
20-29,2021-03-01,1378.0,9.0,454,0,0
20-29,2021-03-01,1378.0,9.0,1229,1,0
20-29,2021-03-02,1298.0,9.0,353,9,0
20-29,2021-03-02,1298.0,9.0,967,192,0
20-29,2021-03-03,1289.0,10.0,342,119,0
20-29,2021-03-03,1289.0,10.0,810,1243,0
20-29,2021-03-04,1299.0,9.0,297,355,0
20-29,2021-03-04,1299.0,9.0,580,2861,0
20-29,2021-03-05,1397.0,3.0,274,519,0
20-29,2021-03-05,1397.0,3.0,661,3380,0
20-29,2021-03-06,1178.0,4.0,119,315,0
20-29,2021-03-06,1178.0,4.0,421,2010,0
20-29,2021-03-07,483.0,4.0,8,19,0
20-29,2021-03-07,483.0,4.0,14,210,0
20-29,2021-03-08,1434.0,5.0,3359,269,0
20-29,2021-03-08,1434.0,5.0,1743,1499,0
20-29,2021-03-09,1430.0,4.0,3026,173,0
20-29,2021-03-09,1430.0,4.0,1931,878,0
20-29,2021-03-10,1398.0,6.0,483,131,0
20-29,2021-03-10,1398.0,6.0,787,623,0
20-29,2021-03-11,1413.0,8.0,256,246,0
20-29,2021-03-11,1413.0,8.0,775,745,0
20-29,2021-03-12,1243.0,11.0,258,847,0
20-29,2021-03-12,1243.0,11.0,877,2108,0
20-29,2021-03-13,939.0,9.0,138,1443,0
20-29,2021-03-13,939.0,9.0,315,3967,0
20-29,2021-03-14,671.0,5.0,13,124,0
20-29,2021-03-14,671.0,5.0,28,512,0
20-29,2021-03-15,1793.0,4.0,3204,1251,0
20-29,2021-03-15,1793.0,4.0,1877,3578,0
20-29,2021-03-16,1529.0,6.0,2691,1197,0
20-29,2021-03-16,1529.0,6.0,1763,3151,0
20-29,2021-03-17,1409.0,5.0,1319,1125,0
20-29,2021-03-17,1409.0,5.0,2306,3278,0
20-29,2021-03-18,1573.0,7.0,875,614,0
20-29,2021-03-18,1573.0,7.0,3554,1982,0
20-29,2021-03-19,1784.0,5.0,2342,708,0
20-29,2021-03-19,1784.0,5.0,3935,2176,0
20-29,2021-03-20,1400.0,5.0,3801,332,0
20-29,2021-03-20,1400.0,5.0,2269,874,0
20-29,2021-03-21,723.0,5.0,11,43,0
20-29,2021-03-21,723.0,5.0,14,270,0
20-29,2021-03-22,2296.0,9.0,319,411,0
20-29,2021-03-22,2296.0,9.0,348,1150,0
20-29,2021-03-23,1832.0,3.0,2888,444,0
20-29,2021-03-23,1832.0,3.0,1082,1283,0
20-29,2021-03-24,1870.0,8.0,1562,298,0
20-29,2021-03-24,1870.0,8.0,778,955,0
20-29,2021-03-25,1746.0,1.0,2114,272,0
20-29,2021-03-25,1746.0,1.0,1982,712,0
20-29,2021-03-26,1648.0,8.0,2828,296,0
20-29,2021-03-26,1648.0,8.0,2459,642,0
20-29,2021-03-27,1613.0,10.0,666,188,0
20-29,2021-03-27,1613.0,10.0,1070,468,0
20-29,2021-03-28,590.0,13.0,3,9,0
20-29,2021-03-28,590.0,13.0,31,29,0
20-29,2021-03-29,1997.0,7.0,406,1679,0
20-29,2021-03-29,1997.0,7.0,423,832,0
20-29,2021-03-30,1996.0,10.0,138,3647,0
20-29,2021-03-30,1996.0,10.0,372,2349,0
20-29,2021-03-31,2066.0,7.0,616,1233,0
20-29,2021-03-31,2066.0,7.0,623,1747,0
20-29,2021-04-01,1437.0,7.0,178,78,0
20-29,2021-04-01,1437.0,7.0,327,216,0
20-29,2021-04-02,999.0,13.0,44,19,0
20-29,2021-04-02,999.0,13.0,206,54,0
20-29,2021-04-03,1746.0,12.0,140,71,0
20-29,2021-04-03,1746.0,12.0,320,203,0
20-29,2021-04-04,990.0,10.0,12,27,0
20-29,2021-04-04,990.0,10.0,39,115,0
20-29,2021-04-05,2570.0,8.0,394,455,0
20-29,2021-04-05,2570.0,8.0,948,959,0
20-29,2021-04-06,1939.0,5.0,694,1778,0
20-29,2021-04-06,1939.0,5.0,1840,1697,0
20-29,2021-04-07,1951.0,5.0,1103,571,0
20-29,2021-04-07,1951.0,5.0,2306,1528,0
20-29,2021-04-08,2216.0,3.0,2803,2830,0
20-29,2021-04-08,2216.0,3.0,2479,1875,0
20-29,2021-04-09,1792.0,7.0,2091,1879,0
20-29,2021-04-09,1792.0,7.0,2945,992,0
20-29,2021-04-10,1599.0,12.0,242,90,0
20-29,2021-04-10,1599.0,12.0,561,171,0
20-29,2021-04-11,516.0,6.0,0,7,0
20-29,2021-04-11,516.0,6.0,0,17,0
20-29,2021-04-12,1876.0,11.0,83,713,0
20-29,2021-04-12,1876.0,11.0,208,3155,0
20-29,2021-04-13,1762.0,9.0,354,3738,0
20-29,2021-04-13,1762.0,9.0,210,3985,0
20-29,2021-04-14,1782.0,8.0,968,5151,0
20-29,2021-04-14,1782.0,8.0,302,3216,0
20-29,2021-04-15,1804.0,11.0,692,2395,0
20-29,2021-04-15,1804.0,11.0,148,2579,0
20-29,2021-04-16,1967.0,10.0,1050,2973,0
20-29,2021-04-16,1967.0,10.0,339,2650,0
20-29,2021-04-17,1532.0,10.0,1348,1091,0
20-29,2021-04-17,1532.0,10.0,572,1205,0
20-29,2021-04-18,512.0,8.0,248,13,0
20-29,2021-04-18,512.0,8.0,322,29,0
20-29,2021-04-19,1720.0,6.0,244,561,0
20-29,2021-04-19,1720.0,6.0,159,437,0
20-29,2021-04-20,1503.0,8.0,234,337,0
20-29,2021-04-20,1503.0,8.0,987,659,0
20-29,2021-04-21,1631.0,7.0,513,1034,0
20-29,2021-04-21,1631.0,7.0,1178,839,0
20-29,2021-04-22,1669.0,7.0,276,106,0
20-29,2021-04-22,1669.0,7.0,726,378,0
20-29,2021-04-23,1715.0,10.0,775,352,0
20-29,2021-04-23,1715.0,10.0,1760,440,0
20-29,2021-04-24,1401.0,7.0,587,125,0
20-29,2021-04-24,1401.0,7.0,1248,285,0
20-29,2021-04-25,647.0,3.0,18,9,0
20-29,2021-04-25,647.0,3.0,75,15,0
20-29,2021-04-26,1692.0,9.0,56,244,0
20-29,2021-04-26,1692.0,9.0,115,665,0
20-29,2021-04-27,1480.0,11.0,118,657,0
20-29,2021-04-27,1480.0,11.0,238,1643,0
20-29,2021-04-28,1241.0,8.0,230,724,0
20-29,2021-04-28,1241.0,8.0,386,1838,0
20-29,2021-04-29,1415.0,10.0,267,887,0
20-29,2021-04-29,1415.0,10.0,304,1919,0
20-29,2021-04-30,1361.0,9.0,472,2212,0
20-29,2021-04-30,1361.0,9.0,677,3153,0
20-29,2021-05-01,631.0,2.0,1003,950,0
20-29,2021-05-01,631.0,2.0,966,456,0
20-29,2021-05-02,415.0,2.0,905,491,0
20-29,2021-05-02,415.0,2.0,618,85,0
20-29,2021-05-03,1210.0,6.0,797,853,0
20-29,2021-05-03,1210.0,6.0,684,825,0
20-29,2021-05-04,1166.0,6.0,684,86,0
20-29,2021-05-04,1166.0,6.0,483,172,0
20-29,2021-05-05,1278.0,10.0,514,931,0
20-29,2021-05-05,1278.0,10.0,393,586,0
20-29,2021-05-06,1247.0,7.0,192,549,0
20-29,2021-05-06,1247.0,7.0,253,167,0
